 veh,       n,       p,   ASM
  31, 2000.00,  17.178, 0.000
  31, 2050.00,  17.569, 0.000
  31, 2100.00,  17.960, 0.000
  31, 2150.00,  18.352, 0.000
  31, 2200.00,  18.744, 0.000
  31, 2250.00,  19.135, 0.000
  31, 2300.00,  19.527, 0.000
  31, 2350.00,  19.917, 0.000
  31, 2400.00,  20.314, 0.000
  31, 2450.00,  20.770, 0.000
  31, 2500.00,  21.223, 0.000
  31, 2550.00,  21.677, 0.000
  31, 2600.00,  22.130, 0.000
  31, 2650.00,  22.584, 0.000
  31, 2700.00,  23.037, 0.000
  31, 2750.00,  23.491, 0.000
  31, 2800.00,  23.944, 0.000
  31, 2850.00,  24.398, 0.000
  31, 2900.00,  24.849, 0.000
  31, 2950.00,  25.323, 0.000
  31, 3000.00,  25.801, 0.000
  31, 3050.00,  26.279, 0.000
  31, 3100.00,  26.756, 0.000
  31, 3150.00,  27.234, 0.000
  31, 3200.00,  27.712, 0.000
  31, 3250.00,  28.189, 0.000
  31, 3300.00,  28.667, 0.000
  31, 3350.00,  29.144, 0.000
  31, 3400.00,  29.625, 0.000
  31, 3450.00,  30.086, 0.000
  31, 3500.00,  30.529, 0.000
  31, 3550.00,  30.975, 0.000
  31, 3600.00,  31.421, 0.000
  31, 3650.00,  31.867, 0.000
  31, 3700.00,  32.312, 0.000
  31, 3750.00,  32.758, 0.000
  31, 3800.00,  33.204, 0.000
  31, 3850.00,  33.650, 0.000
  31, 3900.00,  34.095, 0.000
  31, 3950.00,  34.543, 0.000
  31, 4000.00,  35.003, 0.000
  31, 4050.00,  35.462, 0.000
  31, 4100.00,  35.922, 0.000
  31, 4150.00,  36.381, 0.000
  31, 4200.00,  36.840, 0.000
  31, 4250.00,  37.299, 0.000
  31, 4300.00,  37.759, 0.000
  31, 4350.00,  38.218, 0.000
  31, 4400.00,  38.677, 0.000
  31, 4450.00,  39.136, 0.000
  31, 4500.00,  39.607, 0.000
  31, 4550.00,  40.080, 0.000
  31, 4600.00,  40.552, 0.000
  31, 4650.00,  41.024, 0.000
  31, 4700.00,  41.496, 0.000
  31, 4750.00,  41.968, 0.000
  31, 4800.00,  42.441, 0.000
  31, 4850.00,  42.913, 0.000
  31, 4900.00,  43.384, 0.000
  31, 4950.00,  43.861, 0.000
  31, 5000.00,  44.309, 0.000
  31, 5050.00,  44.739, 0.000
  31, 5100.00,  45.174, 0.000
  31, 5150.00,  45.608, 0.000
  31, 5200.00,  46.042, 0.000
  31, 5250.00,  46.475, 0.000
  31, 5300.00,  46.909, 0.000
  31, 5350.00,  47.344, 0.000
  31, 5400.00,  47.775, 0.000
  31, 5450.00,  48.219, 0.000
  31, 5500.00,  48.613, 0.000
  31, 5550.00,  48.888, 0.000
  31, 5600.00,  49.182, 0.000
  31, 5650.00,  49.471, 0.000
  31, 5700.00,  49.761, 0.000
  31, 5750.00,  50.051, 0.000
  31, 5800.00,  50.341, 0.000
  31, 5850.00,  50.630, 0.000
  31, 5900.00,  50.920, 0.000
  31, 5950.00,  51.210, 0.000
  31, 6000.00,  51.500, 0.000
  31, 6050.00,  51.000, 0.000
  31, 6100.00,  50.500, 0.000
  31, 6150.00,  50.000, 0.000
  31, 6200.00,  49.500, 0.000
  31, 6250.00,  49.000, 0.000
  31, 6300.00,  48.500, 0.000
  31, 6350.00,  48.000, 0.000
  31, 6400.00,  47.500, 0.000
  31, 6450.00,  47.000, 0.000
  31, 6500.00,  46.500, 0.000
  31, 6550.00,  46.000, 0.000
  31, 6600.00,  45.500, 0.000
  31, 6650.00,  45.000, 0.000
  31, 6700.00,  44.500, 0.000
  31, 6750.00,  44.000, 0.000
  31, 6800.00,  43.500, 0.000
  31, 6850.00,  43.000, 0.000
  31, 6900.00,  42.500, 0.000
  31, 6950.00,  42.000, 0.000
  31, 7000.00,  41.500, 0.000
  31, 7050.00,  41.000, 0.000
  31, 7100.00,  40.500, 0.000
  31, 7150.00,  40.000, 0.000
  31, 7200.00,  39.500, 0.000
  31, 7250.00,  39.000, 0.000
  31, 7300.00,  38.500, 0.000
  31, 7350.00,  38.000, 0.000
  31, 7400.00,  37.500, 0.000
  31, 7450.00,  37.000, 0.000
  31, 7500.00,  36.500, 0.000
  31, 7550.00,  36.000, 0.000
  31, 7600.00,  35.500, 0.000
  31, 7650.00,  35.000, 0.000
  31, 7700.00,  34.500, 0.000
  31, 7750.00,  34.000, 0.000
  31, 7800.00,  33.500, 0.000
  32,  800.00,   5.100, 0.000
  32,  900.00,   6.179, 0.000
  32, 1000.00,   7.258, 0.000
  32, 1100.00,   8.337, 0.000
  32, 1200.00,   9.416, 0.000
  32, 1300.00,  10.495, 0.000
  32, 1400.00,  11.573, 0.000
  32, 1500.00,  12.651, 0.000
  32, 1600.00,  13.717, 0.000
  32, 1700.00,  14.700, 0.000
  32, 1800.00,  15.689, 0.000
  32, 1900.00,  16.539, 0.000
  32, 2000.00,  17.309, 0.000
  32, 2100.00,  18.077, 0.000
  32, 2200.00,  18.845, 0.000
  32, 2300.00,  19.614, 0.000
  32, 2400.00,  20.428, 0.000
  32, 2500.00,  21.319, 0.000
  32, 2600.00,  22.209, 0.000
  32, 2700.00,  23.098, 0.000
  32, 2800.00,  23.988, 0.000
  32, 2900.00,  24.885, 0.000
  32, 3000.00,  25.823, 0.000
  32, 3100.00,  26.760, 0.000
  32, 3200.00,  27.697, 0.000
  32, 3300.00,  28.634, 0.000
  32, 3400.00,  29.571, 0.000
  32, 3500.00,  30.445, 0.000
  32, 3600.00,  31.319, 0.000
  32, 3700.00,  32.194, 0.000
  32, 3800.00,  33.068, 0.000
  32, 3900.00,  33.941, 0.000
  32, 4000.00,  34.838, 0.000
  32, 4100.00,  35.739, 0.000
  32, 4200.00,  36.640, 0.000
  32, 4300.00,  37.541, 0.000
  32, 4400.00,  38.441, 0.000
  32, 4500.00,  39.358, 0.000
  32, 4600.00,  40.284, 0.000
  32, 4700.00,  41.210, 0.000
  32, 4800.00,  42.136, 0.000
  32, 4900.00,  43.062, 0.000
  32, 5000.00,  43.960, 0.000
  32, 5100.00,  44.810, 0.000
  32, 5200.00,  45.661, 0.000
  32, 5300.00,  46.511, 0.000
  32, 5400.00,  47.360, 0.000
  32, 5500.00,  48.170, 0.000
  32, 5600.00,  48.727, 0.000
  32, 5700.00,  49.294, 0.000
  32, 5800.00,  49.863, 0.000
  32, 5900.00,  50.431, 0.000
  32, 6000.00,  51.000, 0.000
  32, 6100.00,  50.019, 0.000
  32, 6200.00,  49.038, 0.000
  32, 6300.00,  48.058, 0.000
  32, 6400.00,  47.077, 0.000
  32, 6500.00,  46.096, 0.000
  32, 6600.00,  45.115, 0.000
  32, 6700.00,  44.135, 0.000
  32, 6800.00,  43.154, 0.000
  32, 6900.00,  42.173, 0.000
  32, 7000.00,  41.192, 0.000
  32, 7100.00,  40.212, 0.000
  32, 7200.00,  39.231, 0.000
  32, 7300.00,  38.250, 0.000
  32, 7400.00,  37.269, 0.000
  32, 7500.00,  36.288, 0.000
  32, 7600.00,  35.308, 0.000
  32, 7700.00,  34.327, 0.000
  32, 7800.00,  33.346, 0.000
  33,  600.00,  11.000, 0.000
  33,  710.00,  19.980, 0.000
  33,  820.00,  28.960, 0.000
  33,  930.00,  37.917, 0.000
  33, 1040.00,  46.874, 0.000
  33, 1150.00,  56.093, 0.000
  33, 1260.00,  65.311, 0.000
  33, 1370.00,  73.022, 0.000
  33, 1480.00,  80.734, 0.000
  33, 1590.00,  85.905, 0.000
  33, 1700.00,  91.077, 0.000
  33, 1810.00,  94.146, 0.000
  33, 1920.00,  97.214, 0.000
  33, 2030.00,  99.882, 0.000
  33, 2140.00, 102.550, 0.000
  33, 2250.00, 104.333, 0.000
  33, 2360.00, 106.116, 0.000
  33, 2470.00, 107.085, 0.000
  33, 2580.00, 108.055, 0.000
  33, 2690.00, 109.027, 0.000
  33, 2800.00, 110.000, 0.000
  33, 2910.00, 103.791, 0.000
  33, 3020.00,  97.582, 0.000
  33, 3130.00,  91.373, 0.000
  33, 3240.00,  85.164, 0.000
  33, 3350.00,  78.955, 0.000
  33, 3460.00,  72.747, 0.000
  33, 3570.00,  66.538, 0.000
  33, 3680.00,  60.329, 0.000
  33, 3790.00,  54.120, 0.000
  33, 3900.00,  47.911, 0.000
  34, 1200.00,  27.359, 0.000
  34, 1300.00,  31.939, 0.000
  34, 1400.00,  36.521, 0.000
  34, 1500.00,  41.180, 0.000
  34, 1600.00,  45.894, 0.000
  34, 1700.00,  50.607, 0.000
  34, 1800.00,  55.009, 0.000
  34, 1900.00,  58.957, 0.000
  34, 2000.00,  62.903, 0.000
  34, 2100.00,  66.610, 0.000
  34, 2200.00,  69.228, 0.000
  34, 2300.00,  71.873, 0.000
  34, 2400.00,  74.517, 0.000
  34, 2500.00,  76.086, 0.000
  34, 2600.00,  77.656, 0.000
  34, 2700.00,  79.229, 0.000
  34, 2800.00,  80.631, 0.000
  34, 2900.00,  81.995, 0.000
  34, 3000.00,  83.356, 0.000
  34, 3100.00,  84.451, 0.000
  34, 3200.00,  85.363, 0.000
  34, 3300.00,  86.274, 0.000
  34, 3400.00,  87.017, 0.000
  34, 3500.00,  87.516, 0.000
  34, 3600.00,  88.012, 0.000
  34, 3700.00,  88.508, 0.000
  34, 3800.00,  89.005, 0.000
  34, 3900.00,  89.503, 0.000
  34, 4000.00,  90.000, 0.000
  34, 4100.00,  86.825, 0.000
  34, 4200.00,  83.650, 0.000
  34, 4300.00,  80.475, 0.000
  34, 4400.00,  77.300, 0.000
  34, 4500.00,  74.125, 0.000
  34, 4600.00,  70.950, 0.000
  34, 4700.00,  67.775, 0.000
  34, 4800.00,  64.600, 0.000
  35, 1000.00,  18.800, 0.100
  35, 1250.00,  34.000, 0.100
  35, 1500.00,  51.800, 0.100
  35, 1750.00,  62.300, 0.100
  35, 2000.00,  71.200, 0.100
  35, 2500.00,  86.400, 0.100
  35, 3000.00,  93.000, 0.100
  35, 3500.00,  95.300, 0.050
  35, 4000.00,  94.700, 0.000
  35, 4500.00,  89.600, 0.000
  35, 5000.00,  84.300, 0.000
  36,  800.00,   8.500, 0.000
  36,  900.00,  13.640, 0.000
  36, 1000.00,  18.780, 0.000
  36, 1100.00,  23.917, 0.000
  36, 1200.00,  29.043, 0.000
  36, 1300.00,  34.171, 0.000
  36, 1400.00,  39.387, 0.000
  36, 1500.00,  44.664, 0.000
  36, 1600.00,  49.960, 0.000
  36, 1700.00,  54.440, 0.000
  36, 1800.00,  58.854, 0.000
  36, 1900.00,  62.994, 0.000
  36, 2000.00,  65.937, 0.000
  36, 2100.00,  68.895, 0.000
  36, 2200.00,  71.254, 0.000
  36, 2300.00,  73.012, 0.000
  36, 2400.00,  74.772, 0.000
  36, 2500.00,  76.342, 0.000
  36, 2600.00,  77.869, 0.000
  36, 2700.00,  79.357, 0.000
  36, 2800.00,  80.366, 0.000
  36, 2900.00,  81.387, 0.000
  36, 3000.00,  82.218, 0.000
  36, 3100.00,  82.775, 0.000
  36, 3200.00,  83.330, 0.000
  36, 3300.00,  83.886, 0.000
  36, 3400.00,  84.443, 0.000
  36, 3500.00,  85.000, 0.000
  36, 3600.00,  81.446, 0.000
  36, 3700.00,  77.892, 0.000
  36, 3800.00,  74.338, 0.000
  36, 3900.00,  70.784, 0.000
  36, 4000.00,  67.230, 0.000
  36, 4100.00,  63.676, 0.000
  36, 4200.00,  60.123, 0.000
  37,  900.00,   3.500, 0.000
  37, 1000.00,   4.226, 0.000
  37, 1100.00,   4.953, 0.000
  37, 1200.00,   5.679, 0.000
  37, 1300.00,   6.406, 0.000
  37, 1400.00,   7.132, 0.000
  37, 1500.00,   7.859, 0.000
  37, 1600.00,   8.585, 0.000
  37, 1700.00,   9.310, 0.000
  37, 1800.00,   9.973, 0.000
  37, 1900.00,  10.635, 0.000
  37, 2000.00,  11.245, 0.000
  37, 2100.00,  11.760, 0.000
  37, 2200.00,  12.276, 0.000
  37, 2300.00,  12.794, 0.000
  37, 2400.00,  13.312, 0.000
  37, 2500.00,  13.834, 0.000
  37, 2600.00,  14.435, 0.000
  37, 2700.00,  15.034, 0.000
  37, 2800.00,  15.633, 0.000
  37, 2900.00,  16.232, 0.000
  37, 3000.00,  16.829, 0.000
  37, 3100.00,  17.456, 0.000
  37, 3200.00,  18.086, 0.000
  37, 3300.00,  18.717, 0.000
  37, 3400.00,  19.348, 0.000
  37, 3500.00,  19.978, 0.000
  37, 3600.00,  20.588, 0.000
  37, 3700.00,  21.177, 0.000
  37, 3800.00,  21.765, 0.000
  37, 3900.00,  22.354, 0.000
  37, 4000.00,  22.943, 0.000
  37, 4100.00,  23.534, 0.000
  37, 4200.00,  24.142, 0.000
  37, 4300.00,  24.748, 0.000
  37, 4400.00,  25.355, 0.000
  37, 4500.00,  25.962, 0.000
  37, 4600.00,  26.568, 0.000
  37, 4700.00,  27.190, 0.000
  37, 4800.00,  27.814, 0.000
  37, 4900.00,  28.437, 0.000
  37, 5000.00,  29.061, 0.000
  37, 5100.00,  29.686, 0.000
  37, 5200.00,  30.278, 0.000
  37, 5300.00,  30.851, 0.000
  37, 5400.00,  31.424, 0.000
  37, 5500.00,  31.997, 0.000
  37, 5600.00,  32.568, 0.000
  37, 5700.00,  33.093, 0.000
  37, 5800.00,  33.469, 0.000
  37, 5900.00,  33.852, 0.000
  37, 6000.00,  34.234, 0.000
  37, 6100.00,  34.617, 0.000
  37, 6200.00,  35.000, 0.000
  37, 6300.00,  34.707, 0.000
  37, 6400.00,  34.414, 0.000
  37, 6500.00,  34.122, 0.000
  37, 6600.00,  33.829, 0.000
  37, 6700.00,  33.536, 0.000
  37, 6800.00,  33.243, 0.000
  37, 6900.00,  32.950, 0.000
  37, 7000.00,  32.658, 0.000
  37, 7100.00,  32.365, 0.000
  37, 7200.00,  32.072, 0.000
  37, 7300.00,  31.779, 0.000
  37, 7400.00,  31.487, 0.000
  37, 7440.00,  31.369, 0.000
  38,  800.00,  20.000, 0.000
  38, 1000.00,  20.000, 0.000
  38, 1500.00,  33.000, 0.000
  38, 2000.00,  43.000, 0.000
  38, 2500.00,  42.500, 0.000
  38, 3000.00,  42.000, 0.000
  38, 4000.00,  37.000, 0.000
  38, 5000.00,  34.000, 0.000
  38, 6000.00,  27.000, 0.000
  38, 7000.00,  22.000, 0.000
  38, 7500.00,  19.000, 0.000
  39, 1200.00,  27.359, 0.000
  39, 1300.00,  31.939, 0.000
  39, 1400.00,  36.521, 0.000
  39, 1500.00,  41.180, 0.000
  39, 1600.00,  45.894, 0.000
  39, 1700.00,  50.607, 0.000
  39, 1800.00,  55.009, 0.000
  39, 1900.00,  58.957, 0.000
  39, 2000.00,  62.903, 0.000
  39, 2100.00,  66.610, 0.000
  39, 2200.00,  69.228, 0.000
  39, 2300.00,  71.873, 0.000
  39, 2400.00,  74.517, 0.000
  39, 2500.00,  76.086, 0.000
  39, 2600.00,  77.656, 0.000
  39, 2700.00,  79.229, 0.000
  39, 2800.00,  80.631, 0.000
  39, 2900.00,  81.995, 0.000
  39, 3000.00,  83.356, 0.000
  39, 3100.00,  84.451, 0.000
  39, 3200.00,  85.363, 0.000
  39, 3300.00,  86.274, 0.000
  39, 3400.00,  87.017, 0.000
  39, 3500.00,  87.516, 0.000
  39, 3600.00,  88.012, 0.000
  39, 3700.00,  88.508, 0.000
  39, 3800.00,  89.005, 0.000
  39, 3900.00,  89.503, 0.000
  39, 4000.00,  90.000, 0.000
  39, 4100.00,  86.825, 0.000
  39, 4200.00,  83.650, 0.000
  39, 4300.00,  80.475, 0.000
  39, 4400.00,  77.300, 0.000
  39, 4500.00,  74.125, 0.000
  39, 4600.00,  70.950, 0.000
  39, 4700.00,  67.775, 0.000
  39, 4800.00,  64.600, 0.000
  40, 1000.00,   8.200, 0.000
  40, 1500.00,  13.900, 0.000
  40, 2000.00,  20.300, 0.000
  40, 2500.00,  28.200, 0.000
  40, 3000.00,  33.000, 0.000
  40, 3500.00,  39.300, 0.000
  40, 4000.00,  46.900, 0.000
  40, 4200.00,  49.800, 0.000
  40, 4500.00,  52.600, 0.000
  40, 5000.00,  57.000, 0.000
  40, 5500.00,  59.700, 0.000
  40, 6000.00,  60.500, 0.000
  40, 6400.00,  59.700, 0.000
  41,  700.00,   0.833, 0.000
  41,  750.00,   0.969, 0.000
  41,  800.00,   1.114, 0.000
  41,  850.00,   1.270, 0.000
  41,  900.00,   1.436, 0.000
  41,  950.00,   1.612, 0.000
  41, 1000.00,   1.798, 0.000
  41, 1050.00,   1.994, 0.000
  41, 1100.00,   2.200, 0.000
  41, 1150.00,   2.417, 0.000
  41, 1200.00,   2.643, 0.000
  41, 1250.00,   2.880, 0.000
  41, 1300.00,   2.995, 0.000
  41, 1350.00,   3.110, 0.000
  41, 1400.00,   3.225, 0.000
  41, 1450.00,   3.341, 0.000
  41, 1500.00,   3.456, 0.000
  41, 1550.00,   3.571, 0.000
  41, 1600.00,   3.686, 0.000
  41, 1650.00,   3.801, 0.000
  41, 1700.00,   3.917, 0.000
  41, 1750.00,   4.032, 0.000
  41, 1800.00,   4.147, 0.000
  41, 1850.00,   4.262, 0.000
  41, 1900.00,   4.377, 0.000
  41, 1950.00,   4.492, 0.000
  41, 2000.00,   4.608, 0.000
  41, 2050.00,   4.723, 0.000
  41, 2100.00,   4.838, 0.000
  41, 2150.00,   4.953, 0.000
  41, 2200.00,   5.068, 0.000
  41, 2250.00,   5.184, 0.000
  41, 2300.00,   5.299, 0.000
  41, 2350.00,   5.414, 0.000
  41, 2400.00,   5.529, 0.000
  41, 2450.00,   5.644, 0.000
  41, 2500.00,   5.760, 0.000
  41, 2550.00,   5.875, 0.000
  41, 2600.00,   5.990, 0.000
  41, 2650.00,   6.105, 0.000
  41, 2700.00,   6.220, 0.000
  41, 2750.00,   6.336, 0.000
  41, 2800.00,   6.451, 0.000
  41, 2850.00,   6.566, 0.000
  41, 2900.00,   6.681, 0.000
  41, 2950.00,   6.796, 0.000
  41, 3000.00,   6.912, 0.000
  41, 3050.00,   7.027, 0.000
  41, 3100.00,   7.142, 0.000
  41, 3150.00,   7.257, 0.000
  41, 3200.00,   7.372, 0.000
  41, 3250.00,   7.487, 0.000
  41, 3300.00,   7.603, 0.000
  41, 3350.00,   7.718, 0.000
  41, 3400.00,   7.833, 0.000
  41, 3450.00,   7.948, 0.000
  41, 3500.00,   8.063, 0.000
  41, 3550.00,   8.179, 0.000
  41, 3600.00,   8.294, 0.000
  41, 3650.00,   8.409, 0.000
  41, 3700.00,   8.524, 0.000
  41, 3750.00,   8.639, 0.000
  41, 3800.00,   8.755, 0.000
  41, 3850.00,   8.870, 0.000
  41, 3900.00,   8.985, 0.000
  41, 3950.00,   9.100, 0.000
  41, 4000.00,   9.215, 0.000
  41, 4050.00,   9.269, 0.000
  41, 4100.00,   9.321, 0.000
  41, 4150.00,   9.372, 0.000
  41, 4200.00,   9.421, 0.000
  41, 4250.00,   9.468, 0.000
  41, 4300.00,   9.515, 0.000
  41, 4350.00,   9.559, 0.000
  41, 4400.00,   9.602, 0.000
  41, 4450.00,   9.644, 0.000
  41, 4500.00,   9.684, 0.000
  41, 4550.00,   9.722, 0.000
  41, 4600.00,   9.759, 0.000
  41, 4650.00,   9.794, 0.000
  41, 4700.00,   9.828, 0.000
  41, 4750.00,   9.861, 0.000
  41, 4800.00,   9.892, 0.000
  41, 4850.00,   9.921, 0.000
  41, 4900.00,   9.949, 0.000
  41, 4950.00,   9.975, 0.000
  41, 5000.00,  10.000, 0.000
  41, 5050.00,   9.825, 0.000
  41, 5100.00,   9.644, 0.000
  41, 5150.00,   9.457, 0.000
  41, 5200.00,   9.265, 0.000
  41, 5250.00,   9.068, 0.000
  41, 5300.00,   8.865, 0.000
  41, 5350.00,   8.657, 0.000
  41, 5400.00,   8.444, 0.000
  41, 5450.00,   8.225, 0.000
  41, 5500.00,   8.000, 0.000
  41, 5550.00,   7.770, 0.000
  41, 5600.00,   7.535, 0.000
  41, 5650.00,   7.294, 0.000
  41, 5700.00,   7.047, 0.000
  41, 5750.00,   6.795, 0.000
  41, 5800.00,   6.538, 0.000
  41, 5850.00,   6.275, 0.000
  41, 5900.00,   6.007, 0.000
  41, 5950.00,   5.734, 0.000
  41, 6000.00,   5.455, 0.000
  41, 6050.00,   5.170, 0.000
  41, 6100.00,   4.880, 0.000
  41, 6150.00,   4.585, 0.000
  41, 6200.00,   4.284, 0.000
  41, 6250.00,   3.977, 0.000
  41, 6300.00,   3.665, 0.000
  41, 6350.00,   3.348, 0.000
  41, 6400.00,   3.025, 0.000
  41, 6450.00,   2.697, 0.000
  41, 6500.00,   2.364, 0.000
  41, 6550.00,   2.025, 0.000
  41, 6600.00,   1.680, 0.000
  41, 6650.00,   1.330, 0.000
  41, 6700.00,   0.975, 0.000
  41, 6750.00,   0.614, 0.000
  41, 6800.00,   0.247, 0.000
  42, 1000.00,  19.897, 0.100
  42, 1250.00,  35.343, 0.150
  42, 1500.00,  50.265, 0.200
  42, 1750.00,  58.643, 0.150
  42, 2000.00,  67.021, 0.100
  42, 2250.00,  75.398, 0.000
  42, 2500.00,  83.776, 0.000
  42, 2750.00,  92.153, 0.000
  42, 3000.00, 100.531, 0.000
  42, 3250.00, 104.824, 0.000
  42, 3500.00, 108.123, 0.000
  42, 3750.00, 109.563, 0.000
  42, 4000.00, 110.000, 0.000
  42, 4200.00, 107.757, 0.000
  42, 4400.00, 104.133, 0.000
  42, 4600.00,  97.306, 0.000
  42, 4800.00,  75.398, 0.000
  42, 5000.00,  54.978, 0.000
  42, 5200.00,  27.227, 0.000
  42, 5400.00,   0.000, 0.000
  43, 1000.00,  18.800, 0.000
  43, 1250.00,  34.000, 0.000
  43, 1500.00,  51.800, 0.000
  43, 1750.00,  62.300, 0.000
  43, 2000.00,  71.200, 0.000
  43, 2250.00,  78.800, 0.000
  43, 2500.00,  86.400, 0.000
  43, 2750.00,  89.700, 0.000
  43, 3000.00,  93.000, 0.000
  43, 3250.00,  94.150, 0.000
  43, 3500.00,  95.300, 0.000
  43, 3750.00,  95.000, 0.000
  43, 4000.00,  94.700, 0.000
  43, 4250.00,  92.150, 0.000
  43, 4500.00,  89.600, 0.000
  43, 4750.00,  86.950, 0.000
  43, 5000.00,  84.300, 0.000
  44, 1000.00,  18.800, 0.000
  44, 1250.00,  34.000, 0.000
  44, 1500.00,  51.800, 0.000
  44, 1750.00,  62.300, 0.000
  44, 2000.00,  71.200, 0.000
  44, 2250.00,  78.800, 0.000
  44, 2500.00,  86.400, 0.000
  44, 2750.00,  89.700, 0.000
  44, 3000.00,  93.000, 0.000
  44, 3250.00,  94.150, 0.000
  44, 3500.00,  95.300, 0.000
  44, 3750.00,  95.000, 0.000
  44, 4000.00,  94.700, 0.000
  44, 4250.00,  92.150, 0.000
  44, 4500.00,  89.600, 0.000
  44, 4750.00,  86.950, 0.000
  44, 5000.00,  84.300, 0.000
  45, 1200.00,  27.359, 0.000
  45, 1300.00,  31.939, 0.000
  45, 1400.00,  36.521, 0.000
  45, 1500.00,  41.180, 0.000
  45, 1600.00,  45.894, 0.000
  45, 1700.00,  50.607, 0.000
  45, 1800.00,  55.009, 0.000
  45, 1900.00,  58.957, 0.000
  45, 2000.00,  62.903, 0.000
  45, 2100.00,  66.610, 0.000
  45, 2200.00,  69.228, 0.000
  45, 2300.00,  71.873, 0.000
  45, 2400.00,  74.517, 0.000
  45, 2500.00,  76.086, 0.000
  45, 2600.00,  77.656, 0.000
  45, 2700.00,  79.229, 0.000
  45, 2800.00,  80.631, 0.000
  45, 2900.00,  81.995, 0.000
  45, 3000.00,  83.356, 0.000
  45, 3100.00,  84.451, 0.000
  45, 3200.00,  85.363, 0.000
  45, 3300.00,  86.274, 0.000
  45, 3400.00,  87.017, 0.000
  45, 3500.00,  87.516, 0.000
  45, 3600.00,  88.012, 0.000
  45, 3700.00,  88.508, 0.000
  45, 3800.00,  89.005, 0.000
  45, 3900.00,  89.503, 0.000
  45, 4000.00,  90.000, 0.000
  45, 4100.00,  86.825, 0.000
  45, 4200.00,  83.650, 0.000
  45, 4300.00,  80.475, 0.000
  45, 4400.00,  77.300, 0.000
  45, 4500.00,  74.125, 0.000
  45, 4600.00,  70.950, 0.000
  45, 4700.00,  67.775, 0.000
  45, 4800.00,  64.600, 0.000
  46,  850.00,  11.300, 0.000
  46, 1000.00,  21.300, 0.000
  46, 1200.00,  39.500, 0.000
  46, 1400.00,  56.000, 0.000
  46, 1600.00,  64.000, 0.000
  46, 1800.00,  72.000, 0.000
  46, 2000.00,  79.900, 0.000
  46, 2250.00,  79.917, 0.000
  46, 2500.00,  79.933, 0.000
  46, 2750.00,  79.950, 0.000
  46, 3000.00,  79.967, 0.000
  46, 3250.00,  79.983, 0.000
  46, 3500.00,  80.000, 0.000
  46, 3750.00,  74.952, 0.000
  46, 4000.00,  68.470, 0.000
  46, 4250.00,  60.552, 0.000
  46, 4500.00,  51.200, 0.000
  47,  850.00,  11.300, 0.000
  47, 1000.00,  21.300, 0.000
  47, 1200.00,  39.500, 0.000
  47, 1400.00,  56.000, 0.000
  47, 1600.00,  64.000, 0.000
  47, 1800.00,  72.000, 0.000
  47, 2000.00,  80.000, 0.000
  47, 2250.00,  80.000, 0.000
  47, 2500.00,  80.000, 0.000
  47, 2750.00,  80.000, 0.000
  47, 3000.00,  80.000, 0.000
  47, 3250.00,  80.000, 0.000
  47, 3500.00,  80.000, 0.000
  47, 3750.00,  74.952, 0.000
  47, 4000.00,  68.470, 0.000
  47, 4250.00,  60.552, 0.000
  47, 4500.00,  51.200, 0.000
  48, 1330.00,  33.720, 0.000
  48, 1500.00,  40.841, 0.000
  48, 1800.00,  71.628, 0.000
  48, 1900.00,  75.608, 0.000
  48, 3000.00, 119.381, 0.000
  48, 4000.00, 159.174, 0.000
  48, 5000.00, 198.968, 0.000
  48, 5700.00, 226.823, 0.000
  48, 5800.00, 228.000, 0.000
  48, 6000.00, 228.000, 0.000
  48, 6200.00, 228.000, 0.000
  48, 6400.00, 221.168, 0.000
  48, 6600.00, 213.980, 0.000
  48, 6800.00, 207.932, 0.000
  49, 1200.00,  27.359, 0.000
  49, 1300.00,  31.939, 0.000
  49, 1400.00,  36.521, 0.000
  49, 1500.00,  41.180, 0.000
  49, 1600.00,  45.894, 0.000
  49, 1700.00,  50.607, 0.000
  49, 1800.00,  55.009, 0.000
  49, 1900.00,  58.957, 0.000
  49, 2000.00,  62.903, 0.000
  49, 2100.00,  66.610, 0.000
  49, 2200.00,  69.228, 0.000
  49, 2300.00,  71.873, 0.000
  49, 2400.00,  74.517, 0.000
  49, 2500.00,  76.086, 0.000
  49, 2600.00,  77.656, 0.000
  49, 2700.00,  79.229, 0.000
  49, 2800.00,  80.631, 0.000
  49, 2900.00,  81.995, 0.000
  49, 3000.00,  83.356, 0.000
  49, 3100.00,  84.451, 0.000
  49, 3200.00,  85.363, 0.000
  49, 3300.00,  86.274, 0.000
  49, 3400.00,  87.017, 0.000
  49, 3500.00,  87.516, 0.000
  49, 3600.00,  88.012, 0.000
  49, 3700.00,  88.508, 0.000
  49, 3800.00,  89.005, 0.000
  49, 3900.00,  89.503, 0.000
  49, 4000.00,  90.000, 0.000
  49, 4100.00,  86.825, 0.000
  49, 4200.00,  83.650, 0.000
  49, 4300.00,  80.475, 0.000
  49, 4400.00,  77.300, 0.000
  49, 4500.00,  74.125, 0.000
  49, 4600.00,  70.950, 0.000
  49, 4700.00,  67.775, 0.000
  49, 4800.00,  64.600, 0.000
  50, 1107.00,  55.910, 0.000
  50, 1144.00,  59.170, 0.000
  50, 1181.00,  62.430, 0.000
  50, 1218.00,  65.680, 0.000
  50, 1255.00,  68.940, 0.000
  50, 1292.00,  72.200, 0.000
  50, 1329.00,  75.450, 0.000
  50, 1366.00,  78.710, 0.000
