 veh,       n,       p,   ASM
  69, 6600.00, 230.533, 0.000
  69, 6700.00, 232.767, 0.000
  69, 6800.00, 235.000, 0.000
  69, 6900.00, 233.292, 0.000
  69, 7000.00, 231.584, 0.000
  69, 7100.00, 229.876, 0.000
  69, 7200.00, 228.168, 0.000
  69, 7300.00, 226.460, 0.000
  69, 7400.00, 224.752, 0.000
  69, 7500.00, 223.044, 0.000
  69, 7600.00, 221.336, 0.000
  69, 7700.00, 219.627, 0.000
  69, 7800.00, 217.919, 0.000
  69, 7900.00, 216.211, 0.000
  69, 8000.00, 214.503, 0.000
  69, 8100.00, 212.795, 0.000
  69, 8160.00, 211.770, 0.000
  70,  640.00,  18.400, 0.000
  70,  700.00,  20.546, 0.000
  70,  800.00,  24.122, 0.000
  70,  900.00,  27.698, 0.000
  70, 1000.00,  31.274, 0.000
  70, 1100.00,  34.850, 0.000
  70, 1200.00,  38.427, 0.000
  70, 1300.00,  42.003, 0.000
  70, 1400.00,  45.576, 0.000
  70, 1500.00,  49.133, 0.000
  70, 1600.00,  52.390, 0.000
  70, 1700.00,  55.650, 0.000
  70, 1800.00,  58.758, 0.000
  70, 1900.00,  61.274, 0.000
  70, 2000.00,  63.818, 0.000
  70, 2100.00,  66.365, 0.000
  70, 2200.00,  68.910, 0.000
  70, 2300.00,  71.445, 0.000
  70, 2400.00,  74.255, 0.000
  70, 2500.00,  77.201, 0.000
  70, 2600.00,  80.149, 0.000
  70, 2700.00,  83.097, 0.000
  70, 2800.00,  86.046, 0.000
  70, 2900.00,  88.991, 0.000
  70, 3000.00,  92.094, 0.000
  70, 3100.00,  95.198, 0.000
  70, 3200.00,  98.303, 0.000
  70, 3300.00, 101.408, 0.000
  70, 3400.00, 104.511, 0.000
  70, 3500.00, 107.565, 0.000
  70, 3600.00, 110.455, 0.000
  70, 3700.00, 113.353, 0.000
  70, 3800.00, 116.251, 0.000
  70, 3900.00, 119.148, 0.000
  70, 4000.00, 122.044, 0.000
  70, 4100.00, 125.002, 0.000
  70, 4200.00, 127.987, 0.000
  70, 4300.00, 130.974, 0.000
  70, 4400.00, 133.960, 0.000
  70, 4500.00, 136.946, 0.000
  70, 4600.00, 139.931, 0.000
  70, 4700.00, 143.001, 0.000
  70, 4800.00, 146.071, 0.000
  70, 4900.00, 149.141, 0.000
  70, 5000.00, 152.211, 0.000
  70, 5100.00, 155.278, 0.000
  70, 5200.00, 158.281, 0.000
  70, 5300.00, 161.092, 0.000
  70, 5400.00, 163.912, 0.000
  70, 5500.00, 166.733, 0.000
  70, 5600.00, 169.557, 0.000
  70, 5700.00, 172.410, 0.000
  70, 5800.00, 174.568, 0.000
  70, 5900.00, 176.462, 0.000
  70, 6000.00, 178.346, 0.000
  70, 6100.00, 180.231, 0.000
  70, 6200.00, 182.115, 0.000
  70, 6300.00, 184.000, 0.000
  70, 6400.00, 182.559, 0.000
  70, 6500.00, 181.117, 0.000
  70, 6600.00, 179.676, 0.000
  70, 6700.00, 178.235, 0.000
  70, 6800.00, 176.793, 0.000
  70, 6900.00, 175.352, 0.000
  70, 7000.00, 173.911, 0.000
  70, 7100.00, 172.469, 0.000
  70, 7200.00, 171.028, 0.000
  70, 7300.00, 169.587, 0.000
  70, 7400.00, 168.145, 0.000
  70, 7500.00, 166.704, 0.000
  70, 7560.00, 165.839, 0.000
  71,  700.00,  16.200, 0.000
  71,  800.00,  19.327, 0.000
  71,  900.00,  22.453, 0.000
  71, 1000.00,  25.580, 0.000
  71, 1100.00,  28.706, 0.000
  71, 1200.00,  31.833, 0.000
  71, 1300.00,  34.959, 0.000
  71, 1400.00,  38.086, 0.000
  71, 1500.00,  41.213, 0.000
  71, 1600.00,  44.223, 0.000
  71, 1700.00,  47.078, 0.000
  71, 1800.00,  49.951, 0.000
  71, 1900.00,  52.410, 0.000
  71, 2000.00,  54.639, 0.000
  71, 2100.00,  56.865, 0.000
  71, 2200.00,  59.091, 0.000
  71, 2300.00,  61.317, 0.000
  71, 2400.00,  63.530, 0.000
  71, 2500.00,  66.089, 0.000
  71, 2600.00,  68.663, 0.000
  71, 2700.00,  71.240, 0.000
  71, 2800.00,  73.818, 0.000
  71, 2900.00,  76.397, 0.000
  71, 3000.00,  78.993, 0.000
  71, 3100.00,  81.714, 0.000
  71, 3200.00,  84.429, 0.000
  71, 3300.00,  87.144, 0.000
  71, 3400.00,  89.859, 0.000
  71, 3500.00,  92.575, 0.000
  71, 3600.00,  95.200, 0.000
  71, 3700.00,  97.732, 0.000
  71, 3800.00, 100.265, 0.000
  71, 3900.00, 102.799, 0.000
  71, 4000.00, 105.332, 0.000
  71, 4100.00, 107.862, 0.000
  71, 4200.00, 110.462, 0.000
  71, 4300.00, 113.072, 0.000
  71, 4400.00, 115.683, 0.000
  71, 4500.00, 118.294, 0.000
  71, 4600.00, 120.905, 0.000
  71, 4700.00, 123.520, 0.000
  71, 4800.00, 126.206, 0.000
  71, 4900.00, 128.890, 0.000
  71, 5000.00, 131.574, 0.000
  71, 5100.00, 134.258, 0.000
  71, 5200.00, 136.941, 0.000
  71, 5300.00, 139.545, 0.000
  71, 5400.00, 142.006, 0.000
  71, 5500.00, 144.471, 0.000
  71, 5600.00, 146.937, 0.000
  71, 5700.00, 149.405, 0.000
  71, 5800.00, 151.904, 0.000
  71, 5900.00, 153.753, 0.000
  71, 6000.00, 155.409, 0.000
  71, 6100.00, 157.057, 0.000
  71, 6200.00, 158.705, 0.000
  71, 6300.00, 160.352, 0.000
  71, 6400.00, 162.000, 0.000
  71, 6500.00, 160.740, 0.000
  71, 6600.00, 159.480, 0.000
  71, 6700.00, 158.220, 0.000
  71, 6800.00, 156.960, 0.000
  71, 6900.00, 155.699, 0.000
  71, 7000.00, 154.439, 0.000
  71, 7100.00, 153.179, 0.000
  71, 7200.00, 151.919, 0.000
  71, 7300.00, 150.659, 0.000
  71, 7400.00, 149.399, 0.000
  71, 7500.00, 148.139, 0.000
  71, 7600.00, 146.879, 0.000
  71, 7680.00, 145.871, 0.000
  72,  750.00,   7.300, 0.000
  72,  800.00,   8.065, 0.000
  72,  900.00,   9.594, 0.000
  72, 1000.00,  11.124, 0.000
  72, 1100.00,  12.654, 0.000
  72, 1200.00,  14.183, 0.000
  72, 1300.00,  15.713, 0.000
  72, 1400.00,  17.243, 0.000
  72, 1500.00,  18.775, 0.000
  72, 1600.00,  20.218, 0.000
  72, 1700.00,  21.617, 0.000
  72, 1800.00,  23.016, 0.000
  72, 1900.00,  24.104, 0.000
  72, 2000.00,  25.194, 0.000
  72, 2100.00,  26.283, 0.000
  72, 2200.00,  27.372, 0.000
  72, 2300.00,  28.454, 0.000
  72, 2400.00,  29.682, 0.000
  72, 2500.00,  30.941, 0.000
  72, 2600.00,  32.202, 0.000
  72, 2700.00,  33.462, 0.000
  72, 2800.00,  34.723, 0.000
  72, 2900.00,  36.018, 0.000
  72, 3000.00,  37.346, 0.000
  72, 3100.00,  38.674, 0.000
  72, 3200.00,  40.002, 0.000
  72, 3300.00,  41.330, 0.000
  72, 3400.00,  42.641, 0.000
  72, 3500.00,  43.877, 0.000
  72, 3600.00,  45.116, 0.000
  72, 3700.00,  46.356, 0.000
  72, 3800.00,  47.595, 0.000
  72, 3900.00,  48.835, 0.000
  72, 4000.00,  50.112, 0.000
  72, 4100.00,  51.389, 0.000
  72, 4200.00,  52.666, 0.000
  72, 4300.00,  53.944, 0.000
  72, 4400.00,  55.219, 0.000
  72, 4500.00,  56.526, 0.000
  72, 4600.00,  57.838, 0.000
  72, 4700.00,  59.151, 0.000
  72, 4800.00,  60.465, 0.000
  72, 4900.00,  61.778, 0.000
  72, 5000.00,  63.038, 0.000
  72, 5100.00,  64.244, 0.000
  72, 5200.00,  65.450, 0.000
  72, 5300.00,  66.656, 0.000
  72, 5400.00,  67.858, 0.000
  72, 5500.00,  68.987, 0.000
  72, 5600.00,  69.777, 0.000
  72, 5700.00,  70.582, 0.000
  72, 5800.00,  71.388, 0.000
  72, 5900.00,  72.194, 0.000
  72, 6000.00,  73.000, 0.000
  72, 6100.00,  72.384, 0.000
  72, 6200.00,  71.767, 0.000
  72, 6300.00,  71.151, 0.000
  72, 6400.00,  70.534, 0.000
  72, 6500.00,  69.918, 0.000
  72, 6600.00,  69.301, 0.000
  72, 6700.00,  68.685, 0.000
  72, 6800.00,  68.068, 0.000
  72, 6900.00,  67.452, 0.000
  72, 7000.00,  66.835, 0.000
  72, 7100.00,  66.219, 0.000
  72, 7200.00,  65.602, 0.000
  73,  750.00,  16.200, 0.000
  73,  800.00,  17.429, 0.000
  73,  900.00,  19.887, 0.000
  73, 1000.00,  22.345, 0.000
  73, 1100.00,  24.803, 0.000
  73, 1200.00,  27.261, 0.000
  73, 1300.00,  29.719, 0.000
  73, 1400.00,  32.178, 0.000
  73, 1500.00,  34.636, 0.000
  73, 1600.00,  37.093, 0.000
  73, 1700.00,  39.551, 0.000
  73, 1800.00,  42.022, 0.000
  73, 1900.00,  44.339, 0.000
  73, 2000.00,  46.585, 0.000
  73, 2100.00,  48.821, 0.000
  73, 2200.00,  51.076, 0.000
  73, 2300.00,  52.818, 0.000
  73, 2400.00,  54.578, 0.000
  73, 2500.00,  56.327, 0.000
  73, 2600.00,  58.077, 0.000
  73, 2700.00,  59.828, 0.000
  73, 2800.00,  61.580, 0.000
  73, 2900.00,  63.311, 0.000
  73, 3000.00,  65.286, 0.000
  73, 3100.00,  67.311, 0.000
  73, 3200.00,  69.338, 0.000
  73, 3300.00,  71.365, 0.000
  73, 3400.00,  73.391, 0.000
  73, 3500.00,  75.417, 0.000
  73, 3600.00,  77.440, 0.000
  73, 3700.00,  79.520, 0.000
  73, 3800.00,  81.658, 0.000
  73, 3900.00,  83.793, 0.000
  73, 4000.00,  85.927, 0.000
  73, 4100.00,  88.061, 0.000
  73, 4200.00,  90.196, 0.000
  73, 4300.00,  92.330, 0.000
  73, 4400.00,  94.438, 0.000
  73, 4500.00,  96.420, 0.000
  73, 4600.00,  98.413, 0.000
  73, 4700.00, 100.405, 0.000
  73, 4800.00, 102.397, 0.000
  73, 4900.00, 104.389, 0.000
  73, 5000.00, 106.382, 0.000
  73, 5100.00, 108.373, 0.000
  73, 5200.00, 110.426, 0.000
  73, 5300.00, 112.478, 0.000
  73, 5400.00, 114.530, 0.000
  73, 5500.00, 116.583, 0.000
  73, 5600.00, 118.636, 0.000
  73, 5700.00, 120.689, 0.000
  73, 5800.00, 122.737, 0.000
  73, 5900.00, 124.837, 0.000
  73, 6000.00, 126.946, 0.000
  73, 6100.00, 129.057, 0.000
  73, 6200.00, 131.167, 0.000
  73, 6300.00, 133.277, 0.000
  73, 6400.00, 135.388, 0.000
  73, 6500.00, 137.504, 0.000
  73, 6600.00, 139.528, 0.000
  73, 6700.00, 141.461, 0.000
  73, 6800.00, 143.399, 0.000
  73, 6900.00, 145.338, 0.000
  73, 7000.00, 147.277, 0.000
  73, 7100.00, 149.218, 0.000
  73, 7200.00, 151.152, 0.000
  73, 7300.00, 152.972, 0.000
  73, 7400.00, 154.222, 0.000
  73, 7500.00, 155.523, 0.000
  73, 7600.00, 156.819, 0.000
  73, 7700.00, 158.114, 0.000
  73, 7800.00, 159.409, 0.000
  73, 7900.00, 160.705, 0.000
  73, 8000.00, 162.000, 0.000
  73, 8100.00, 161.009, 0.000
  73, 8200.00, 160.019, 0.000
  73, 8300.00, 159.028, 0.000
  73, 8400.00, 158.037, 0.000
  73, 8500.00, 157.046, 0.000
  73, 8600.00, 156.056, 0.000
  73, 8700.00, 155.065, 0.000
  73, 8800.00, 154.074, 0.000
  73, 8900.00, 153.084, 0.000
  73, 9000.00, 152.093, 0.000
  73, 9100.00, 151.102, 0.000
  73, 9200.00, 150.112, 0.000
  73, 9300.00, 149.121, 0.000
  73, 9400.00, 148.130, 0.000
  73, 9500.00, 147.139, 0.000
  73, 9600.00, 146.149, 0.000
  74,  800.00,   4.000, 0.000
  74,  900.00,   4.772, 0.000
  74, 1000.00,   5.544, 0.000
  74, 1100.00,   6.316, 0.000
  74, 1200.00,   7.088, 0.000
  74, 1300.00,   7.860, 0.000
  74, 1400.00,   8.632, 0.000
  74, 1500.00,   9.404, 0.000
  74, 1600.00,  10.176, 0.000
  74, 1700.00,  10.919, 0.000
  74, 1800.00,  11.624, 0.000
  74, 1900.00,  12.334, 0.000
  74, 2000.00,  12.941, 0.000
  74, 2100.00,  13.491, 0.000
  74, 2200.00,  14.041, 0.000
  74, 2300.00,  14.590, 0.000
  74, 2400.00,  15.140, 0.000
  74, 2500.00,  15.687, 0.000
  74, 2600.00,  16.318, 0.000
  74, 2700.00,  16.954, 0.000
  74, 2800.00,  17.590, 0.000
  74, 2900.00,  18.227, 0.000
  74, 3000.00,  18.863, 0.000
  74, 3100.00,  19.504, 0.000
  74, 3200.00,  20.176, 0.000
  74, 3300.00,  20.847, 0.000
  74, 3400.00,  21.517, 0.000
  74, 3500.00,  22.187, 0.000
  74, 3600.00,  22.858, 0.000
  74, 3700.00,  23.506, 0.000
  74, 3800.00,  24.131, 0.000
  74, 3900.00,  24.757, 0.000
  74, 4000.00,  25.382, 0.000
  74, 4100.00,  26.008, 0.000
  74, 4200.00,  26.633, 0.000
  74, 4300.00,  27.275, 0.000
  74, 4400.00,  27.919, 0.000
  74, 4500.00,  28.564, 0.000
  74, 4600.00,  29.208, 0.000
  74, 4700.00,  29.853, 0.000
  74, 4800.00,  30.499, 0.000
  74, 4900.00,  31.162, 0.000
  74, 5000.00,  31.825, 0.000
  74, 5100.00,  32.487, 0.000
  74, 5200.00,  33.150, 0.000
  74, 5300.00,  33.813, 0.000
  74, 5400.00,  34.456, 0.000
  74, 5500.00,  35.063, 0.000
  74, 5600.00,  35.672, 0.000
  74, 5700.00,  36.281, 0.000
  74, 5800.00,  36.890, 0.000
  74, 5900.00,  37.507, 0.000
  74, 6000.00,  37.964, 0.000
  74, 6100.00,  38.373, 0.000
  74, 6200.00,  38.780, 0.000
  74, 6300.00,  39.186, 0.000
  74, 6400.00,  39.593, 0.000
  74, 6500.00,  40.000, 0.000
  74, 6600.00,  39.689, 0.000
  74, 6700.00,  39.378, 0.000
  74, 6800.00,  39.067, 0.000
  74, 6900.00,  38.755, 0.000
  74, 7000.00,  38.444, 0.000
  74, 7100.00,  38.133, 0.000
  74, 7200.00,  37.822, 0.000
  74, 7300.00,  37.511, 0.000
  74, 7400.00,  37.200, 0.000
  74, 7500.00,  36.889, 0.000
  74, 7600.00,  36.578, 0.000
  74, 7700.00,  36.266, 0.000
  74, 7800.00,  35.955, 0.000
  75,  900.00,   3.100, 0.000
  75, 1000.00,   3.841, 0.000
  75, 1100.00,   4.583, 0.000
  75, 1200.00,   5.324, 0.000
  75, 1300.00,   6.065, 0.000
  75, 1400.00,   6.807, 0.000
  75, 1500.00,   7.548, 0.000
  75, 1600.00,   8.285, 0.000
  75, 1700.00,   8.961, 0.000
  75, 1800.00,   9.644, 0.000
  75, 1900.00,  10.195, 0.000
  75, 2000.00,  10.724, 0.000
  75, 2100.00,  11.252, 0.000
  75, 2200.00,  11.780, 0.000
  75, 2300.00,  12.321, 0.000
  75, 2400.00,  12.935, 0.000
  75, 2500.00,  13.547, 0.000
  75, 2600.00,  14.158, 0.000
  75, 2700.00,  14.769, 0.000
  75, 2800.00,  15.400, 0.000
  75, 2900.00,  16.043, 0.000
  75, 3000.00,  16.687, 0.000
  75, 3100.00,  17.331, 0.000
  75, 3200.00,  17.974, 0.000
  75, 3300.00,  18.575, 0.000
  75, 3400.00,  19.176, 0.000
  75, 3500.00,  19.777, 0.000
  75, 3600.00,  20.378, 0.000
  75, 3700.00,  20.985, 0.000
  75, 3800.00,  21.605, 0.000
  75, 3900.00,  22.224, 0.000
  75, 4000.00,  22.843, 0.000
  75, 4100.00,  23.461, 0.000
  75, 4200.00,  24.095, 0.000
  75, 4300.00,  24.731, 0.000
  75, 4400.00,  25.368, 0.000
  75, 4500.00,  26.004, 0.000
  75, 4600.00,  26.632, 0.000
  75, 4700.00,  27.215, 0.000
  75, 4800.00,  27.800, 0.000
  75, 4900.00,  28.384, 0.000
  75, 5000.00,  28.971, 0.000
  75, 5100.00,  29.435, 0.000
  75, 5200.00,  29.828, 0.000
  75, 5300.00,  30.219, 0.000
  75, 5400.00,  30.609, 0.000
  75, 5500.00,  31.000, 0.000
  75, 5600.00,  30.326, 0.000
  75, 5700.00,  29.652, 0.000
  75, 5800.00,  28.978, 0.000
  75, 5900.00,  28.304, 0.000
  75, 6000.00,  27.630, 0.000
  75, 6100.00,  26.957, 0.000
  75, 6200.00,  26.283, 0.000
  75, 6300.00,  25.609, 0.000
  75, 6400.00,  24.935, 0.000
  75, 6500.00,  24.261, 0.000
  75, 6600.00,  23.587, 0.000
  75, 6700.00,  22.913, 0.000
  75, 6800.00,  22.239, 0.000
  75, 6900.00,  21.565, 0.000
  75, 7000.00,  20.891, 0.000
  75, 7100.00,  20.217, 0.000
  76,  900.00,   3.700, 0.000
  76, 1000.00,   4.498, 0.000
  76, 1100.00,   5.296, 0.000
  76, 1200.00,   6.094, 0.000
  76, 1300.00,   6.892, 0.000
  76, 1400.00,   7.690, 0.000
  76, 1500.00,   8.488, 0.000
  76, 1600.00,   9.286, 0.000
  76, 1700.00,  10.063, 0.000
  76, 1800.00,  10.791, 0.000
  76, 1900.00,  11.527, 0.000
  76, 2000.00,  12.119, 0.000
  76, 2100.00,  12.688, 0.000
  76, 2200.00,  13.257, 0.000
  76, 2300.00,  13.825, 0.000
  76, 2400.00,  14.390, 0.000
  76, 2500.00,  15.025, 0.000
  76, 2600.00,  15.682, 0.000
  76, 2700.00,  16.340, 0.000
  76, 2800.00,  16.998, 0.000
  76, 2900.00,  17.655, 0.000
  76, 3000.00,  18.335, 0.000
  76, 3100.00,  19.028, 0.000
  76, 3200.00,  19.721, 0.000
  76, 3300.00,  20.414, 0.000
  76, 3400.00,  21.107, 0.000
  76, 3500.00,  21.777, 0.000
  76, 3600.00,  22.423, 0.000
  76, 3700.00,  23.070, 0.000
  76, 3800.00,  23.717, 0.000
  76, 3900.00,  24.364, 0.000
  76, 4000.00,  25.018, 0.000
  76, 4100.00,  25.685, 0.000
  76, 4200.00,  26.351, 0.000
  76, 4300.00,  27.018, 0.000
  76, 4400.00,  27.684, 0.000
  76, 4500.00,  28.355, 0.000
  76, 4600.00,  29.041, 0.000
  76, 4700.00,  29.726, 0.000
  76, 4800.00,  30.411, 0.000
  76, 4900.00,  31.096, 0.000
  76, 5000.00,  31.773, 0.000
  76, 5100.00,  32.400, 0.000
  76, 5200.00,  33.030, 0.000
  76, 5300.00,  33.659, 0.000
  76, 5400.00,  34.287, 0.000
  76, 5500.00,  34.904, 0.000
  76, 5600.00,  35.318, 0.000
  76, 5700.00,  35.738, 0.000
  76, 5800.00,  36.159, 0.000
  76, 5900.00,  36.579, 0.000
  76, 6000.00,  37.000, 0.000
  76, 6100.00,  36.678, 0.000
  76, 6200.00,  36.357, 0.000
  76, 6300.00,  36.035, 0.000
  76, 6400.00,  35.713, 0.000
  76, 6500.00,  35.392, 0.000
  76, 6600.00,  35.070, 0.000
  76, 6700.00,  34.748, 0.000
  76, 6800.00,  34.427, 0.000
  76, 6900.00,  34.105, 0.000
  76, 7000.00,  33.783, 0.000
  76, 7100.00,  33.462, 0.000
  76, 7200.00,  33.140, 0.000
  77,  800.00,   6.900, 0.000
  77,  900.00,  10.421, 0.000
  77, 1000.00,  13.941, 0.000
  77, 1100.00,  17.462, 0.000
  77, 1200.00,  20.975, 0.000
  77, 1300.00,  24.487, 0.000
  77, 1400.00,  27.999, 0.000
  77, 1500.00,  31.572, 0.000
  77, 1600.00,  35.185, 0.000
  77, 1700.00,  38.798, 0.000
  77, 1800.00,  42.173, 0.000
  77, 1900.00,  45.200, 0.000
  77, 2000.00,  48.225, 0.000
  77, 2100.00,  51.068, 0.000
  77, 2200.00,  53.075, 0.000
  77, 2300.00,  55.102, 0.000
  77, 2400.00,  57.130, 0.000
  77, 2500.00,  58.333, 0.000
  77, 2600.00,  59.536, 0.000
  77, 2700.00,  60.742, 0.000
  77, 2800.00,  61.817, 0.000
  77, 2900.00,  62.863, 0.000
  77, 3000.00,  63.906, 0.000
  77, 3100.00,  64.746, 0.000
  77, 3200.00,  65.445, 0.000
  77, 3300.00,  66.144, 0.000
  77, 3400.00,  66.713, 0.000
  77, 3500.00,  67.096, 0.000
  77, 3600.00,  67.476, 0.000
  77, 3700.00,  67.856, 0.000
  77, 3800.00,  68.237, 0.000
  77, 3900.00,  68.619, 0.000
  77, 4000.00,  69.000, 0.000
  77, 4100.00,  66.566, 0.000
  77, 4200.00,  64.132, 0.000
  77, 4300.00,  61.697, 0.000
  77, 4400.00,  59.263, 0.000
  77, 4500.00,  56.829, 0.000
  77, 4600.00,  54.395, 0.000
  77, 4700.00,  51.961, 0.000
  77, 4800.00,  49.527, 0.000
  78, 1000.00,   1.840, 0.000
  78, 1100.00,   2.841, 0.000
  78, 1200.00,   3.843, 0.000
  78, 1300.00,   4.844, 0.000
  78, 1400.00,   5.843, 0.000
  78, 1500.00,   6.842, 0.000
  78, 1600.00,   7.841, 0.000
  78, 1700.00,   8.869, 0.000
  78, 1800.00,   9.897, 0.000
  78, 1900.00,  10.925, 0.000
  78, 2000.00,  11.785, 0.000
  78, 2100.00,  12.644, 0.000
  78, 2200.00,  13.505, 0.000
  78, 2300.00,  14.081, 0.000
  78, 2400.00,  14.658, 0.000
  78, 2500.00,  15.235, 0.000
  78, 2600.00,  15.577, 0.000
  78, 2700.00,  15.919, 0.000
  78, 2800.00,  16.261, 0.000
  78, 2900.00,  16.559, 0.000
  78, 3000.00,  16.856, 0.000
  78, 3100.00,  17.154, 0.000
  78, 3200.00,  17.353, 0.000
  78, 3300.00,  17.551, 0.000
  78, 3400.00,  17.750, 0.000
  78, 3500.00,  17.858, 0.000
  78, 3600.00,  17.966, 0.000
  78, 3700.00,  18.075, 0.000
  78, 3800.00,  18.183, 0.000
  78, 3900.00,  18.292, 0.000
  78, 4000.00,  18.400, 0.000
  78, 4100.00,  17.708, 0.000
  78, 4200.00,  17.015, 0.000
  78, 4300.00,  16.323, 0.000
  78, 4400.00,  15.630, 0.000
  78, 4500.00,  14.938, 0.000
  78, 4600.00,  14.246, 0.000
  78, 4700.00,  13.553, 0.000
  78, 4800.00,  12.861, 0.000
  78, 4900.00,  12.000, 0.000
  79, 1000.00,   0.680, 0.000
  79, 1100.00,   1.107, 0.000
  79, 1200.00,   1.534, 0.000
  79, 1300.00,   1.961, 0.000
  79, 1400.00,   2.387, 0.000
  79, 1500.00,   2.812, 0.000
  79, 1600.00,   3.248, 0.000
  79, 1700.00,   3.687, 0.000
  79, 1800.00,   4.111, 0.000
  79, 1900.00,   4.477, 0.000
  79, 2000.00,   4.843, 0.000
  79, 2100.00,   5.139, 0.000
  79, 2200.00,   5.384, 0.000
  79, 2300.00,   5.630, 0.000
  79, 2400.00,   5.776, 0.000
  79, 2500.00,   5.922, 0.000
  79, 2600.00,   6.060, 0.000
  79, 2700.00,   6.187, 0.000
  79, 2800.00,   6.314, 0.000
  79, 2900.00,   6.407, 0.000
  79, 3000.00,   6.492, 0.000
  79, 3100.00,   6.569, 0.000
  79, 3200.00,   6.615, 0.000
  79, 3300.00,   6.661, 0.000
  79, 3400.00,   6.707, 0.000
  79, 3500.00,   6.754, 0.000
  79, 3600.00,   6.800, 0.000
  79, 3700.00,   6.800, 0.000
  79, 3800.00,   6.800, 0.000
  79, 3900.00,   6.800, 0.000
  79, 4000.00,   6.800, 0.000
  79, 4100.00,   5.324, 0.000
  79, 4200.00,   5.029, 0.000
  79, 4300.00,   4.733, 0.000
  79, 4320.00,   4.674, 0.000
  80,  900.00,   4.630, 0.000
  80,  950.00,   6.273, 0.000
  80, 1000.00,   7.917, 0.000
  80, 1050.00,   9.560, 0.000
  80, 1100.00,  11.204, 0.000
  80, 1150.00,  12.845, 0.000
  80, 1200.00,  14.485, 0.000
  80, 1250.00,  16.124, 0.000
  80, 1300.00,  17.763, 0.000
  80, 1350.00,  19.400, 0.000
  80, 1400.00,  21.080, 0.000
  80, 1450.00,  22.766, 0.000
  80, 1500.00,  24.453, 0.000
  80, 1550.00,  26.139, 0.000
  80, 1600.00,  27.783, 0.000
  80, 1650.00,  29.184, 0.000
  80, 1700.00,  30.595, 0.000
  80, 1750.00,  32.006, 0.000
  80, 1800.00,  33.421, 0.000
  80, 1850.00,  34.545, 0.000
  80, 1900.00,  35.495, 0.000
  80, 1950.00,  36.442, 0.000
  80, 2000.00,  37.389, 0.000
  80, 2050.00,  38.335, 0.000
  80, 2100.00,  38.897, 0.000
  80, 2150.00,  39.458, 0.000
  80, 2200.00,  40.020, 0.000
  80, 2250.00,  40.581, 0.000
  80, 2300.00,  41.114, 0.000
  80, 2350.00,  41.602, 0.000
  80, 2400.00,  42.090, 0.000
  80, 2450.00,  42.579, 0.000
  80, 2500.00,  43.073, 0.000
  80, 2550.00,  43.424, 0.000
  80, 2600.00,  43.751, 0.000
  80, 2650.00,  44.078, 0.000
  80, 2700.00,  44.403, 0.000
  80, 2750.00,  44.706, 0.000
  80, 2800.00,  44.878, 0.000
  80, 2850.00,  45.055, 0.000
  80, 2900.00,  45.233, 0.000
  80, 2950.00,  45.410, 0.000
  80, 3000.00,  45.588, 0.000
  80, 3050.00,  45.766, 0.000
  80, 3100.00,  45.944, 0.000
  80, 3150.00,  46.122, 0.000
  80, 3200.00,  46.300, 0.000
  80, 3250.00,  45.293, 0.000
  80, 3300.00,  44.287, 0.000
  80, 3350.00,  43.280, 0.000
  80, 3400.00,  42.274, 0.000
  80, 3450.00,  41.267, 0.000
  80, 3500.00,  40.261, 0.000
  80, 3550.00,  39.254, 0.000
  80, 3600.00,  38.248, 0.000
  80, 3650.00,  37.241, 0.000
  80, 3700.00,  36.235, 0.000
  80, 3750.00,  35.228, 0.000
  80, 3800.00,  34.222, 0.000
  80, 3850.00,  33.215, 0.000
  80, 3900.00,  32.209, 0.000
  80, 3950.00,  31.202, 0.000
  80, 4000.00,  30.196, 0.000
  80, 4050.00,  29.189, 0.000
  80, 4100.00,  28.183, 0.000
  80, 4150.00,  27.176, 0.000
  80, 4200.00,  26.170, 0.000
  80, 4250.00,  25.163, 0.000
  80, 4300.00,  24.157, 0.000
  80, 4350.00,  23.150, 0.000
  80, 4400.00,  22.144, 0.000
  80, 4450.00,  21.137, 0.000
  80, 4500.00,  20.130, 0.000
  80, 4550.00,  19.124, 0.000
  80, 4600.00,  18.117, 0.000
  80, 4650.00,  17.111, 0.000
  80, 4700.00,  16.104, 0.000
  80, 4750.00,  15.098, 0.000
  80, 4800.00,  14.091, 0.000
  81,  900.00,   4.630, 0.000
  81,  950.00,   6.273, 0.000
  81, 1000.00,   7.917, 0.000
  81, 1050.00,   9.560, 0.000
  81, 1100.00,  11.204, 0.000
  81, 1150.00,  12.845, 0.000
  81, 1200.00,  14.485, 0.000
  81, 1250.00,  16.124, 0.000
  81, 1300.00,  17.763, 0.000
  81, 1350.00,  19.400, 0.000
  81, 1400.00,  21.080, 0.000
  81, 1450.00,  22.766, 0.000
  81, 1500.00,  24.453, 0.000
  81, 1550.00,  26.139, 0.000
  81, 1600.00,  27.783, 0.000
  81, 1650.00,  29.184, 0.000
  81, 1700.00,  30.595, 0.000
  81, 1750.00,  32.006, 0.000
  81, 1800.00,  33.421, 0.000
  81, 1850.00,  34.545, 0.000
  81, 1900.00,  35.495, 0.000
  81, 1950.00,  36.442, 0.000
  81, 2000.00,  37.389, 0.000
  81, 2050.00,  38.335, 0.000
  81, 2100.00,  38.897, 0.000
  81, 2150.00,  39.458, 0.000
  81, 2200.00,  40.020, 0.000
  81, 2250.00,  40.581, 0.000
  81, 2300.00,  41.114, 0.000
